id,location,position,experience,e_none,e_sma,e_smu/smk/stm,e_sp,e_d3,e_d4,e_s1,e_dp,e_gp,e_s2,e_s3,type,gig1,gig2,perks,turn_time,size,industry,salary
25143,Jakarta Barat,Supervisor/Koordinator,3,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Bisnis (contoh: Kemeja),",24,50,Bahan Kimia/Pupuk/Pestisida,11500000.0
11428,Cilacap,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",29,5000,Manajemen/Konsulting HR,2450000.0
18888,Medan,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Bisnis (contoh: Kemeja),",28,50,Elektrikal & Elektronik,4800000.0
18232,Kalimantan Selatan,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pendidikan,Pendidikan/Pelatihan,"Tunjangan Pendidikan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",28,200,Pendidikan,5400000.0
25887,Badung,Supervisor/Koordinator,2,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),Jamsostek,",,200,Elektrikal & Elektronik,5750000.0
19808,Jakarta Barat,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Telesales/Telemarketing,Penjualan / Pemasaran,",",,,Manajemen/Konsulting HR,5400000.0
26341,Surabaya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",29,200,Minyak/Gas/Petroleum,4500000.0
17100,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi kesehatan,Jam Bekerja yang Panjang,Bisnis (contoh: Kemeja),",29,500,Konstruksi/Bangunan/Teknik,6000000.0
5100,Bekasi,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Kontrak,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",4,50,Elektrikal & Elektronik,4500000.0
28351,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),BPJS, Bonus, Annual Reward,",22,200,Konstruksi/Bangunan/Teknik,5750000.0
28495,Banten,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Layanan Pelanggan,Pelayanan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",10,50,Perawatan/Kecantikan/Fitnes,3000000.0
14601,Jakarta Raya,Manajer/Asisten Manajer,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,",,50,Retail/Merchandise,10000000.0
10643,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,"Kasual (contoh: Kaos),",15,500,Manufaktur/Produksi,4800000.0
735,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,50,Konsultasi (Bisnis & Manajemen),6600000.0
21193,Surabaya,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Teknik/Teknikal/IT,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,50,Pelayanan Arsitek/Desain Interior,5050000.0
7475,Jakarta Raya,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Aktuaria/Statistik,Sains,"Asuransi Gigi,Tip,Asuransi kesehatan,Pinjaman,Olahraga (contoh: pusat kebugaran),Parkir,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),BPJS Kesehatan, BPJS Ketenagakerjaan,",20,500,Asuransi,4250000.0
10890,Bekasi,Manajer/Asisten Manajer,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Bisnis (contoh: Kemeja),",27,200,Retail/Merchandise,9500000.0
22663,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Kontrak,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,uniform,",9,5000,Keamanan/Penegak hukum,7200000.0
25045,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Praktisi/Asisten Medis,Layanan Kesehatan,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",25,200,Kesehatan/Medis,4220490.0
26391,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),3,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,"Jam Bekerja yang Panjang,Formil (contoh: Kemeja + Dasi),",,50,Hotel/Pariwisata,3600000.0
30515,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Kontrak,Telesales/Telemarketing,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Parkir,Penglihatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",22,5000,Perbankan/Pelayanan Keuangan,4050000.0
7782,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,",",24,5000,Manajemen/Konsulting HR,5750000.0
26586,Jakarta Selatan,Supervisor/Koordinator,2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Pinjaman,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",6,50,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",12500000.0
26913,Surabaya,Supervisor/Koordinator,3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Bisnis (contoh: Kemeja),Monday - Saturday,",20,500,Umum & Grosir,6875000.0
1785,Jakarta Raya,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Kasual (contoh: Kaos),",,500,Perbankan/Pelayanan Keuangan,5500000.0
31606,Cikarang,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Mekanikal,Teknik,"Bisnis (contoh: Kemeja),BPJS,Monday - Saturday,",24,50,Umum & Grosir,5750000.0
16790,Jakarta Raya,Supervisor/Koordinator,5,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,"Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",27,200,Makanan & Minuman/Katering/Restoran,5400000.0
23370,Depok,Supervisor/Koordinator,3,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Arsitek/Desain Interior,Bangunan/Konstruksi,",",,,Pelayanan Arsitek/Desain Interior,5000000.0
20958,Surabaya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Asuransi Gigi,Tip,Asuransi kesehatan,Pinjaman,Kasual (contoh: Kaos),",1,200,Umum & Grosir,4500000.0
5147,Bandung,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi Gigi,Tip,Asuransi kesehatan,Penglihatan,Waktu regular, Senin - Jumat,",13,200,Komputer/Teknik Informatika (Perangkat Lunak),6500000.0
19215,Semarang,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",16,200,Pelayanan Perbaikan & Pemeliharaan,2800000.0
27996,Bekasi,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,1,1,1,0,Kontrak,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Business, Uniform,",29,200,Umum & Grosir,4750000.0
17673,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,",",19,50,Manajemen/Konsulting HR,18750000.0
9214,Surakarta,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Perbankan / Jasa Finansial ,Akuntansi / Keuangan,"Asuransi Gigi,Asuransi kesehatan,Pinjaman,Olahraga (contoh: pusat kebugaran),Bonus,Smart Casual Business,",21,5000,Perbankan/Pelayanan Keuangan,2875000.0
6256,Banten,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,",",,,Retail/Merchandise,3600000.0
24518,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,,,4250000.0
15880,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Audit & Pajak,Akuntansi / Keuangan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,200,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,4125000.0
13830,Banjarmasin,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Perbankan / Jasa Finansial ,Akuntansi / Keuangan,"Asuransi Gigi,Asuransi kesehatan,Pinjaman,Olahraga (contoh: pusat kebugaran),Parkir,Waktu regular, Senin - Jumat,Bonus,Smart Casual Business,",16,5000,Perbankan/Pelayanan Keuangan,3000000.0
8117,Purwokerto,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Perbankan / Jasa Finansial ,Akuntansi / Keuangan,"Asuransi Gigi,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Parkir,Bisnis (contoh: Kemeja),",29,2000,Perbankan/Pelayanan Keuangan,2250000.0
16058,Jakarta Utara,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),Monday - Saturday,",,200,Perawatan/Kecantikan/Fitnes,9500000.0
30812,Bali,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",26,50,Komputer/Teknik Informatika (Perangkat Lunak),6500000.0
5031,Tangerang,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Manufaktur,Manufaktur,"Kasual (contoh: Kaos),",13,500,Retail/Merchandise,5000000.0
18669,Jakarta Raya,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Minyak/Gas,Teknik,",",,,,16250000.0
3989,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,",",,,Umum & Grosir,5000000.0
3672,Semarang,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,50,Lainnya,3600000.0
16623,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Kontrak,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",27,50,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",6500000.0
17373,Tangerang,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Kontrak,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,",",25,50,Properti/Real Estate,7200000.0
27710,Jakarta Raya,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,",",29,50,Konsultasi (Bisnis & Manajemen),9600000.0
30574,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,"Bisnis (contoh: Kemeja),",23,50,Retail/Merchandise,4200000.0
21057,Yogyakarta,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,",",,,Retail/Merchandise,2160000.0
6962,Bali,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Bisnis (contoh: Kemeja),",,50,Produk Konsumen/Barang konsumen yang bergerak cepat,4500000.0
2837,Jawa Barat,Manajer/Asisten Manajer,2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,5000,Perbankan/Pelayanan Keuangan,11250000.0
14643,Jakarta Raya,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,",",,,,5175000.0
15177,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",28,500,Manufaktur/Produksi,5000000.0
23737,Cilegon,Manajer/Asisten Manajer,5,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,,Telekomunikasi,6000000.0
27573,Jakarta Barat,Manajer/Asisten Manajer,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,200,Manufaktur/Produksi,12000000.0
5573,Jakarta Raya,Manajer/Asisten Manajer,10,0,0,0,0,0,0,1,1,1,1,1,Penuh Waktu,Audit & Pajak,Akuntansi / Keuangan,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",5,200,Manajemen/Konsulting HR,22500000.0
3709,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),2,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",21,50,Umum & Grosir,6500000.0
3934,Jakarta Raya,Manajer/Asisten Manajer,7,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pengacara / Asisten Legal,Pelayanan,",",,,,21600000.0
14443,Jakarta Timur,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Kontrak,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,",",,,Organisasi Nirlaba/Pelayanan Sosial/LSM,3800000.0
20921,Jakarta Timur,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Asuransi kesehatan,Kasual (contoh: Kaos),",20,200,Elektrikal & Elektronik,3840000.0
17582,Jakarta Barat,Manajer/Asisten Manajer,3,0,0,0,0,0,0,0,1,1,1,1,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,",",,,,13350000.0
24084,Bali,Manajer/Asisten Manajer,5,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",9,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",11000000.0
17411,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",27,50,Retail/Merchandise,4700000.0
26936,Makassar,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Mekanikal,Teknik,"Tip,Asuransi kesehatan,Kasual (contoh: Kaos),",21,1000,Automobil/Mesin Tambahan Automotif/Kendaraan,3750000.0
18351,Jakarta Selatan,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Tunjangan Pendidikan,Tip,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,200,Pendidikan,10500000.0
2860,Bekasi,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",,200,Lingkungan/Kesehatan/Keamanan,6500000.0
30888,Jakarta Pusat,Supervisor/Koordinator,2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Pinjaman,Parkir,Bisnis (contoh: Kemeja),",12,200,Hiburan/Media,6000000.0
9819,Makassar,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),Monday-Saturday,",8,500,Kesehatan/Medis,3250000.0
2496,Sulawesi Barat,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,1,0,0,0,0,Kontrak,Teknik Elektro,Teknik,",",,,,5200000.0
22323,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Tip,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",28,50,Pelayanan Arsitek/Desain Interior,8500000.0
12595,Ambon,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",16,500,Perbankan/Pelayanan Keuangan,4100000.0
7524,Jakarta Utara,Supervisor/Koordinator,5,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,",",19,50,Manajemen/Konsulting HR,10500000.0
13488,Yogyakarta,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,200,Manufaktur/Produksi,2250500.0
2882,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,",",30,,Elektrikal & Elektronik,4500000.0
27271,Semarang,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Layanan Pelanggan,Pelayanan,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",27,500,Manufaktur/Produksi,3000000.0
17402,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",5,50,Makanan & Minuman/Katering/Restoran,2100000.0
19610,Banjarmasin,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Diagnosa/Lainnya,Layanan Kesehatan,"uniform,",26,5000,Perawatan/Kecantikan/Fitnes,6600000.0
16590,Bandung,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,"Asuransi kesehatan,Pinjaman,Parkir,Kasual (contoh: Kaos),",16,200,Pameran/Manajemen acara/PIKP,6250000.0
3725,Tangerang,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,",",,,Kesehatan/Medis,3750000.0
214,Jawa Barat,Manajer/Asisten Manajer,10,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Teknik Lingkungan,Teknik,"Asuransi Gigi,Tip,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Parkir,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",29,500,Manufaktur/Produksi,16500000.0
7472,Bekasi,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Kontrak,Telesales/Telemarketing,Penjualan / Pemasaran,",",23,,Lainnya,4800000.0
19174,Sumatera Utara,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Perawatan Pribadi,Pelayanan,",",,50,Makanan & Minuman/Katering/Restoran,4100000.0
24297,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,1,1,1,0,Kontrak,Diagnosa/Lainnya,Layanan Kesehatan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",28,500,Kesehatan/Medis,4500000.0
27321,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Kontrak,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Tip,Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",23,50,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",4850000.0
22495,Surabaya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Properti/Real Estate,Bangunan/Konstruksi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",21,200,Properti/Real Estate,5250000.0
13413,Yogyakarta,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Parkir,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",7,2000,Telekomunikasi,2880000.0
3663,Bali,Manajer/Asisten Manajer,5,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",9,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",11000000.0
27186,Surabaya,Supervisor/Koordinator,2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",,200,Automobil/Mesin Tambahan Automotif/Kendaraan,3600000.0
29739,Jakarta Raya,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi Gigi,Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,50,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",19500000.0
25762,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,,Makanan & Minuman/Katering/Restoran,4500000.0
17190,Ketapang,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Pertanian,Sains,"Asuransi Gigi,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Parkir,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",29,5000,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,6750000.0
13060,Depok,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,"Kasual (contoh: Kaos),",,50,Industri Berat/Mesin/Peralatan,3600000.0
25906,Semarang,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,",",,,Retail/Merchandise,1900000.0
16342,Sidoarjo,Pegawai (non-manajemen & non-supervisor),,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",,,Makanan & Minuman/Katering/Restoran,2592000.0
