id,position,experience,e_none,e_sma,e_smu/smk/stm,e_sp,e_d3,e_d4,e_s1,e_dp,e_gp,e_s2,e_s3,gig1,gig2,industry,salary
12852,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Akuntansi / Keuangan,Audit & Pajak",Manufaktur/Produksi,3600000.0
2917,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Komputer/Teknik Informatika (Perangkat Lunak),6000000.0
29288,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",Manufaktur/Produksi,5760000.0
16012,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Pelayanan Arsitek/Desain Interior,3840000.0
189,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Kayu/Fiber/Kertas,4000000.0
17899,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",Manufaktur/Produksi,4000000.0
7967,IDR,Lulusan,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Lainnya,Pekerjaan Umum",,3900000.0
6647,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Manufaktur,Pemeliharaan",Tekstil/Garment,8040000.0
18682,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Pelayanan,Layanan Pelanggan",Manajemen/Konsulting HR,6650000.0
4133,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Makanan & Minuman/Katering/Restoran,4750000.0
5847,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Makanan & Minuman/Katering/Restoran,3000000.0
13204,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Lainnya,Pekerjaan Umum",BioTeknologi/Farmasi/Riset klinik,6550000.0
6342,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Manufaktur/Produksi,6000000.0
10543,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Paruh Waktu,"Akuntansi / Keuangan,Perbankan / Jasa Finansial ",Retail/Merchandise,4800000.0
4562,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Konsultasi (Bisnis & Manajemen),10500000.0
19035,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,4250000.0
23841,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Makanan & Minuman/Katering/Restoran,7700000.0
22152,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Retail/Merchandise,4000000.0
26786,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Pelayanan,Layanan Pelanggan","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",3000000.0
17709,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Pakaian,4500000.0
25156,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),5160000.0
14413,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Retail/Merchandise,5250000.0
28211,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Teknik,Teknik Elektro",Konstruksi/Bangunan/Teknik,6500000.0
14950,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",Automobil/Mesin Tambahan Automotif/Kendaraan,6000000.0
9865,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),5160000.0
23007,IDR,Supervisor/Koordinator,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2), Doktor (S3)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Manajemen/Konsulting HR,17500000.0
27738,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Perbankan/Pelayanan Keuangan,4100000.0
26543,IDR,Pegawai,"SMA, SMU/SMK/STM, Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,1,1,0,0,0,1,1,1,1,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),5500000.0
12735,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Teknik,Mekanikal",Manufaktur/Produksi,4675000.0
11953,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Teknik,Mekanikal",Automobil/Mesin Tambahan Automotif/Kendaraan,6000000.0
22197,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Hukum/Legal,5400000.0
12653,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),7500000.0
5994,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Transportasi/Logistik,3000000.0
20632,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",Pelayanan Arsitek/Desain Interior,3850000.0
10295,IDR,Manajer/Asisten,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Manajemen/Konsulting HR,14000000.0
9302,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Makanan & Minuman/Katering/Restoran,6600000.0
25212,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Makanan & Minuman/Katering/Restoran,3250000.0
8274,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Manufaktur,Pemeliharaan","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",5500000.0
556,IDR,Manajer/Asisten,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Umum & Grosir,9600000.0
21366,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Retail/Merchandise,11500000.0
26487,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Keras",Komputer/Teknik Informatika (Perangkat Keras),5000000.0
30795,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Manajemen/Konsulting HR,9000000.0
25712,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Transportasi/Logistik,2400000.0
4807,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Doktor (S3)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Asuransi,8000000.0
16891,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Pendidikan/Pelatihan,Pendidikan",Pendidikan,3300000.0
24357,IDR,Supervisor/Koordinator,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Manajemen/Konsulting HR,10500000.0
11910,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",,11400000.0
14473,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Properti/Real Estate,3000000.0
21274,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak",Manajemen/Konsulting HR,16500000.0
5739,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Transportasi/Logistik,3500000.0
514,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Kontrak,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Automobil/Mesin Tambahan Automotif/Kendaraan,2185000.0
2645,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Pelayanan Arsitek/Desain Interior,5100000.0
26330,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Perbankan/Pelayanan Keuangan,2875000.0
27299,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Konsultasi (Bisnis & Manajemen),3500000.0
5702,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak",Properti/Real Estate,4000000.0
18903,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Kesehatan/Medis,4000000.0
5467,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Makanan & Minuman/Katering/Restoran,4000000.0
1796,IDR,Lulusan,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,3350000.0
28933,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Manajemen/Konsulting HR,2750000.0
5206,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Retail/Merchandise,10000000.0
692,IDR,Lulusan,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Perbankan/Pelayanan Keuangan,4200000.0
12085,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Retail/Merchandise,4250000.0
2028,IDR,Lulusan,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Paruh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Lainnya,750000.0
29553,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Ilmu Pengetahuan & Teknologi,6500000.0
22217,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Seni/Desain/Fashion,4800000.0
30977,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Transportasi/Logistik,4100000.0
29509,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Pelayanan,Layanan Pelanggan",Manajemen/Konsulting HR,4740000.0
11958,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Makanan & Minuman/Katering/Restoran,4750000.0
13416,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Sains,Kimia",Perawatan/Kecantikan/Fitnes,6500000.0
9880,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Penuh Waktu,"Manufaktur,Pemeliharaan",Manufaktur/Produksi,6500000.0
17541,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Makanan & Minuman/Katering/Restoran,3500000.0
16949,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Perawatan/Kecantikan/Fitnes,7000000.0
8166,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),7000000.0
6126,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Manufaktur,Manufaktur",Percetakan/Penerbitan,10000000.0
16779,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Manufaktur/Produksi,9000000.0
4809,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",10800000.0
21156,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Lainnya,Lainnya/Kategori tidak tersedia",Transportasi/Logistik,3250000.0
20314,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Polymer/Plastik/Karet/Ban,5400000.0
26397,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Properti/Real Estate,8500000.0
4682,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Bahan Kimia/Pupuk/Pestisida,2750000.0
875,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Manajemen/Konsulting HR,19550000.0
28674,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Umum & Grosir,5000000.0
4880,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",,5500000.0
28517,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",10500000.0
11377,IDR,Lulusan,"SMA, SMU/SMK/STM, Sarjana (S1)",0,1,1,0,0,0,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Konstruksi/Bangunan/Teknik,4500000.0
15316,IDR,Supervisor/Koordinator,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Sains,Sains & Teknologi",BioTeknologi/Farmasi/Riset klinik,4250000.0
29046,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Umum & Grosir,3150000.0
12077,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Konsultasi (Bisnis & Manajemen),14500000.0
3256,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak",Manufaktur/Produksi,3600000.0
10636,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Produk Konsumen/Barang konsumen yang bergerak cepat,4500000.0
11037,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Komputer/Teknik Informatika (Perangkat Lunak),6500000.0
13453,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Perbankan/Pelayanan Keuangan,4591500.0
28756,IDR,Manajer/Asisten,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Umum & Grosir,25000000.0
26146,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),26500000.0
30602,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Manufaktur/Produksi,8250000.0
1703,IDR,Supervisor/Koordinator,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Manufaktur/Produksi,5400000.0
17410,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Layanan Kesehatan,Farmasi",Perawatan/Kecantikan/Fitnes,3750000.0
17461,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Perbankan / Jasa Finansial ",Perbankan/Pelayanan Keuangan,9600000.0
4178,IDR,Manajer/Asisten,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Pelayanan,Pengacara / Asisten Legal",Konsultasi (Bisnis & Manajemen),13500000.0
26025,IDR,Lulusan,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Magang,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Perbankan/Pelayanan Keuangan,1500000.0
7338,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Perbankan / Jasa Finansial ",Perbankan/Pelayanan Keuangan,2300000.0
19843,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sekretaris",Minyak/Gas/Petroleum,3000000.0
14946,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),9000000.0
28888,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Umum & Grosir,2400000.0
31290,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Percetakan/Penerbitan,7500000.0
29994,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Manajemen/Konsulting HR,2750000.0
18629,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Automobil/Mesin Tambahan Automotif/Kendaraan,3500000.0
29186,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Properti/Real Estate,4350000.0
14295,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Pameran/Manajemen acara/PIKP,10500000.0
27185,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Penjualan / Pemasaran,Digital Marketing",Seni/Desain/Fashion,4250000.0
20891,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Umum & Grosir,9500000.0
30240,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",,8000000.0
15851,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Retail/Merchandise,6500000.0
17161,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Pendidikan/Pelatihan,Pendidikan",Pendidikan,5750000.0
27043,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Teknik,Teknik Industri",Manufaktur/Produksi,5280000.0
19102,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Komputer/Teknik Informatika (Perangkat Lunak),6000000.0
16375,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Makanan & Minuman/Katering/Restoran,2750000.0
29599,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Penuh Waktu,"Teknik,Teknik Lainnya",Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,15000000.0
