id|job_title|location|salary_currency|career_level|experience_level|education_level|employment_type|job_function|job_benefits|company_process_time|company_size|company_industry|job_description
7608|SALES (LUAR PULAU)|Jakarta Barat|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|SMA, SMU/SMK/STM, Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS Kesehatan|21 days|1- 50 pekerja|Retail/Merchandise|Kualifikasi:Usia maksimal 35 TahunPendidikan minimal SMA/SLTA SederajatBerpengalaman dalam bidang Sales minimal 1 tahunMampu menjalin hubungan jangka panjangMampu bekerja dalam team/individuMemiliki kemampuan komunikasi yang tinggiTerbiasa kerja dengan targetJujur, Ulet, Disiplin, dan Bertanggung JawabBersedia penugasan Luar Kota (selain daerah JABODETABEK)Deskripsi Pekerjaan:Rutin melakukan penawaran produk kepada toko – toko ResellerMemberikan pelayanan yang terbaik kepada customerMendengarkan keluhan & memberikan solusi kepada customerMenjaga hubungan baik dengan customerMenjual produk & mencapai target penjualan yang ditentukan oleh perusahaanMembuka pasar baruMelakukan pengenalan produk terhadap customerUlet dalam memaksimalkan potensi omset
12477|Sales|Bandung|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel||24 days|2001 - 5000 pekerja|Manajemen/Konsulting HR|Sales merupakan tenaga penjual langsung yang ditempatkan di outlet center ataupun street outlet sesuai dengan domisili.Produk :- Kartu Perdana- Home internet- Property- EtcTugas & Tanggung Jawab :- Melakukan penjualan pruduk dan jasa kepada customer- Mempromosikan produk dan jasa kepada customer- Memberikan edukasi mengenai produk dan jasa layanan yang diberikan kepada customerKualifikasi :- Usia maksimal 27 tahun- Pendidikan menimal SMA / SMK Sederajat- Pengalaman minimal 1 tahun sebagai sales / marketing- Memiliki kemampuan komunikasi yang baik, energik- Mampu bekerja secara individu & team- Komunikatif dan mudah bersosialisasi- Bertanggung jawab & loyalitas tinggi- Memiliki kendaraan pribadi + SIM- Siap bekerja di bawah tekanan- Siap bekerja dengan targetBenefit :- Gaji pokok- Insentif- BPJS Kesehatan & Ketenagakerjaan- Tunjangan kominikasi- Pelatihan & pengembangan karir- Penempatan Kerja : sesuai domisili*Penempatan kerja sesuai domisili pelamar kerja.Cantumkan CV terbaru Anda dan dokumen pendukung lainnnya pada lowongan kerja ini !
6193|Finance, Accounting, Tax Supervisor|Jakarta Utara|IDR|Supervisor/Koordinator|5 tahun|Tidak terspesifikasi|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan|Bisnis (contoh: Kemeja);Senin S/d Sabtu|29 days|51 - 200 pekerja|Retail/Merchandise|Kualifikasi:Pendidikan minimal S1 Akuntansi.Usia maksimal 35 tahunDiutamakan yang memahami sistem AccurateMengerti proses AR, AP dan laporan perpajakanMinimal.1 tahun pengalaman di posisi yang samaMenguasai Ms.Office (Excel, Word, PPT)Disiplin, proaktif, insiatif, komunikatif dan dapat bekerja baik individu maupun timKemampuan yang harus dimiliki: laporan keuangan, accounting, taxMampu bekerja dengan deadline, teliti, cekatan, jujur, dan bertanggungjawabMemiliki sertifikat Brevet A & B lebih diutamakanPenempatan untuk Area: Gunung Sindur Bogor, dan Jakarta UtaraSiap bergabung segeraDeskripsi pekerjaan:Mencatat atau Menjurnal transaksi harian di sistemMelakukan pembayaran ke Customer dan SupplierMelakukan Rekonsiliasi BankMelakukan Stock opname secara berkala.Menghitung dan Membuat pelaporan pajakMenyusun dan membuat laporan keuangan (Jurnal, Neraca, Laba Rugi, Cashflow)Memeriksa dan memverifikasi semua pencatatan transaksi keuangan terhadap keabsahan dokumen dan filingMelakukan Supervisi terhadap pekerjaan tim Accounting, Finance dan Tax.Melakukan evaluasi Standarisasi atas SOP akuntansi dan keuangan.Membantu Manajemen dalam menganalisa, merencanakan penyusunan anggaran serta mengontrol dan memastikan anggaran digunakan secara efektif dan efisien.Mengontrol perencanaan, pelaporan, serta pembayaran kewajiban pajak perusahaan.Mengawasi cashflow perusahaan, termasuk pengelolaan piutang dan hutang.Memastikan pengelolaan data-data keuangan terlaksana dengan baik
18630|Arsitek|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Tidak terspesifikasi|Penuh Waktu|Bangunan/Konstruksi,Arsitek/Desain Interior|Tunjangan Pendidikan;Asuransi kesehatan;Pinjaman;Olahraga (contoh: pusat kebugaran);Bisnis (contoh: Kemeja);Senin s/d Jum'at : 08.00 - 16.00, Sabtu : 08.00 - 14.00|19 days|51 - 200 pekerja|Umum & Grosir|Kualifikasi:Pendidikan minimal S1 Arsitektur, Sipil, Interior dan ElektroPengalaman minimal 2 - 3 tahun dalam konsultan, kontraktor, atau developerBerpengalaman dalam proyek perumahan atau bangunan tinggal sebelumnyaMemahami mengenai rumah tinggal, unsur unsur dan arsitektur bangunanMemahami mengenai struktur bangunan dan MEP lebih disukaiPernah menjadi 3D Artist/3D model lebih disuk
16030|Community Officer|Jakarta Selatan|IDR|Supervisor/Koordinator|2 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Telesales/Telemarketing||||Komputer/Teknik Informatika (Perangkat Lunak)|Kualifikasi :Memiliki pengalaman minimal 2 tahun dibidangnyaTugas dan tanggung jawab :Mencari, menghubungi & bertemu dengan PIC komunitasMelakukan assessment & mendiskusikan dengan Chief of CO untuk menentukan komunitas yang akan di-approachMenjembatani kebutuhan komunitas dengan PaskalMencapai target penjualan & target jumlah komunitasMenyampaikan ide/ kebutuhan komunitas ke Paskal untuk difasilitasi seperti penambhan fitur paskal, dllBerkoordinasi dengan VAS utk penyelenggaraan event activation
8799|Brand Manager|Tangerang|IDR|Manajer/Asisten Manajer|4 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis|Formil (contoh: Kemeja + Dasi);Jenjang karir, bonus tahunan, THR, BPJS;Monday-Saturday|25 days|1- 50 pekerja|Retail/Merchandise|Job Description:·        Create & implement marketing plan and strategy to support the creation of brand image & brand building in the market.·        Responsible for total brand management including brand growth, product selection, inventory management, budget management, planning of promotion activities and achieving of sales target.·        Responsible to win market competition, evaluating and creating innovation program to increase sales of the selected brand product.·        Monitor marketing campaign & activities for further development or innovation.·        Conducting market research to analyze consumer behaviors and trends·        Follow Brand(s) and Competitors' Performances.Job Requirement:·        Bachelor Degree in any discipline·        Minimum 4-5 years working experience in FMCG·        Experience in brand communication and brand innovation development·        Capable to lead small team and across function·        Strong business sense and analysis·        Good computer skills, good communication and presentation skills·        Strong adaptability, brand forecast and consumer oriented·        Prefer those who already has strong knowledge on consumer insight and market research·        Understand brand communication and brand innovation development·        Fast learner, team player, open minded, good listening skills
12219|Account Manager Software|Jakarta Raya|IDR|Manajer/Asisten Manajer|5 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT||29 days|1- 50 pekerja|Konsultasi (Bisnis & Manajemen)|Qualifications :Good Appearance, good communication and presentation skillMandatory - 3 years in a similar role with technical consulting experience;Highly desirable - Experience in Cloud Computing and Microsoft solution selling; experience in a fast-growing, small to medium businessBachelor of IT, Engineering, Business or similarMicrosoft Azure, Microsoft Office 365, etcThe Job Desk are :Follow up and contacting customer using database personal or companyHelping and giving consultation to the customerMaintenance good relationship with customerIllustrate the value of the company as solution to prospects in a compelling manner.
18782|Pembukuan & Administrasi|Medan|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Tidak terspesifikasi|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan||||Lainnya|Dibutuhkan pada bagian :PembukuanAdministrasiSyarat :Pendidikan S1Menguasai dasar Akuntansi Perpajakan (1)Dapat mengoperasikan komputerJujur, Teliti dan BertanggungjawabPengalaman menjadi nilai plusLamaran dapat dibuat dalam 1 file Pdfpaling lambat 31 Januari 2022
5091|Manager Construction|Gresik|IDR|Manajer/Asisten Manajer|7 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan|Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS Ketenagakerjaan|23 days|51 - 200 pekerja|Konstruksi/Bangunan/Teknik|Pengalaman sebagai construction manager minimal 5 tahunMampu membentuk tim yang solid;Memiliki kemampuan koordinasi dan Negosiasi seluruh stakeholder;Memiliki kemampuan analisa, manajemen, dan mitigasi resiko;Mampu membuat progress report;Memastikan standard proyek sesuai dengan kualitas;Mampu memberikan respon cepat terhadap work delays, emergencies, dan other project disruption;
14343|Terapis IPL dan Nail Art|Jakarta Selatan|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun|1 tahun|SMA, SMU/SMK/STM|Kontrak|Pelayanan,Perawatan Pribadi|Formil (contoh: Kemeja + Dasi)||1- 50 pekerja|Perawatan/Kecantikan/Fitnes|Dibutuhkan SegeraTerapis IPL / Waxing / Nail Art ArtisKriteria:Minimal SMA / sederajatMaksimal berusia 25 tahunSiap Kontrak minimal 3 tahunSiap tinggal di messMinimal pengalaman 1 tahun di bidang kecantikanMampu bekerja dalam teamMau belajar hal baru untuk di trainingDeskripsi Pekerjaan:Dapat melakukan Beauty cheat untuk skin careDapat melakukan Nail art artisDapat melakukan IPL terapisBenefit:Gaji pokokMakan 2x sehariKomisiBonus TahunanMess (ac+tv)
27563|STAFF PAJAK|Surabaya|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Audit & Pajak|Asuransi kesehatan;Bisnis (contoh: Kemeja);Monday - Saturday|8 days|201 - 500 pekerja|Elektrikal & Elektronik|Kualifikasi:Pendidikan Minimal S1 Akuntansi / PerpajakanMemiliki Sertifikat BrevetPengalaman Perpajakan Minimal 2 TahunMenguasai Alur Perpajakan Dari Awal Hingga PelaporanDiutamakan Pernah Diaudit ISO 9001:2015 dan Paham 5RGood Attitude & CommunicationMandiri, Cepat Tanggap, CekatanUraian Singkat Tugas:Mengelola Pajak Transaksi Pembelian Sejak Terbit Nota, Faktur, Hingga PelaporanMelakukan Filling Dokumen Menganut Prinsip 5RMelakukan Koordinasi Dengan Staff Lain Terkait Kebutuhan PerpajakanFasilitas:THRKomisi Setiap 6 BulanBPJS
20516|Business Analyst|Jakarta Pusat|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Perangkat Lunak|Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|15 days|1- 50 pekerja|Komputer/Teknik Informatika (Perangkat Lunak)|We are hiring a business analyst to join our project team. You will work alongside other business analysts and report directly to the project manager. Your main tasks will include performing detailed requirements analysis, documenting processes, and performing some user acceptance testing. To succeed in this role you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users.Business Analyst Responsibilities:Evaluate business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.Lead ongoing reviews of business processes and developing optimization strategies.Stay up-to-date on the latest process and IT advancements to automate and modernize systems.Conduct meetings and presentations to share ideas and findings.Perform requirements analysis.Document and communicating the results of your efforts.Effectively communicating your insights and plans to cross-functional team members and management.Gathering critical information from meetings with various stakeholders and producing useful reports.Work closely with clients, technicians, and managerial staff.Provide training, coaching, and guidance to junior staff.Allocate resources and maintain cost efficiency.Ensure solutions meet business needs and requirements.Perform user acceptance testing.Manage projects, developing project plans, and monitoring performance.Prioritize initiatives based on business needs and requirements.Serve as a relationship between stakeholders and users.Manage competing resources and priorities.Business Analyst Requirements:A bachelor’s degree in business or related field.A minimum of 3 years of experience in business analysis or a related field.Exceptional analytical and conceptual thinking skills.The ability to influence stakeholders and work closely with them to determine acceptable solutions.Advanced technical skills.Excellent documentation skills.Fundamental analytical and conceptual thinking skills.Experience creating detailed reports and giving presentations.Competency in Microsoft applications including Word, Excel, and Outlook.A track record of following through on commitments.Excellent planning, organizational, and time management skills.Experience leading and developing top-performing teams.A history of leading and supporting successful projects.
15684|Marketing Communication (Fashion Trends)|Jakarta Utara|IDR|Pegawai (non-manajemen & non-supervisor)||SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Seni/Media/Komunikasi,Hubungan Masyarakat|||||We are Local Online Fashion CompanyEstablished since 2015with 200.000+ Followers on social Media& 60.000+ Followers on e-commerceDaily Wear & Fast FashionFocusing Online and now Expanding Online by hiring Marcom TeamQualifications :Usia 20-27 tahunMampu membuat Marketing Campaign secara online dan offlineMahir menggunakan Social MediaFriendly dan Inisiatif TinggiHaving a lovely taste in beautiful daily FashionHaving Skill in Canva, Copywriting, or other visual skill is a plusJob Descriptions :Membuat Marketing Campaign secara berkalaMenjadwalkan photoshoot, booking studio, dan keperluan lainnyaMengoperasikan Media Sosial (Instagram, dll) setiap hariResearch & Contacting KOL, Influencers, Celebgram, etcDomisili aktifitas di Pantai Indah Kapuk (PIK), Pluit, dan sekitarnya
26621|Warehouse Assistant (Mandarin Speaker)|Poso|IDR|Pegawai (non-manajemen & non-supervisor)||Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Kontrak|Manufaktur,Pembelian/Manajemen Material|Tip;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|1 day|Lebih dari 5000 pekerja|Pertambangan|Assist warehouse managers to input documentsAssist the warehouse managers to check and accept the goodsOn-site translationOther works arranged by managersQualification:18-35 years old;Fluent in MANDARIN (ORAL and WRITTEN);Can operate Ms Office (Word, Excel, Powerpoint)Minimum Graduated from High School;Willing to be placed in Morowali.Benefit : BPJS Kesehatan, BPJS TK, Pph 21.Salary IDR 8-9 million (net)
21045|MEKANIK OTOMOTIF|Makassar|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Teknik,Teknik Lainnya|Tip;Asuransi kesehatan;Bisnis (contoh: Kemeja);Senin - Sabtu||501 - 1000 pekerja|Automobil/Mesin Tambahan Automotif/Kendaraan|REQUIREMENTS:Usia Maks. 35 Tahun.Pendidikan Min. SMK Jurusan Teknik Otomotif.Memiliki pengalaman kerja sebagai mekanik otomotif Minimal 1 TahunMemahami konsep dasar Otomotif dan mesin kendaraanMampu mengoperasikan KomputerMemiliki Sim AMemiliki kemampuan komunikasi yang baik, memiliki motivasi kerja tinggiJujur, teliti, bertanggung jawab, dan mampu bekerja dalam team maupun individu.
4909|Sales Executive|Bengkulu|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|3 days|1- 50 pekerja|Akunting / Audit / Layanan Pajak|Kualifikasi:Berpenampilan Menarik & RapihBisa Berkomunikasi BaikSuka TantanganPengalaman Kerja di Sales atau Marketing minimal 1 TahunMinimal D3/S1Terima Semua Fresh Graduate/Lulusan Baru minimal D3/S1Umur: 20 s/d 38 tahunDeskripsi Pekerjaan:Membuat perencanaan penjualan Asuransi Jiwa di dalam cabang/outlet BANK.Melakukan aktifitas penjualan Asuransi Jiwa di dalam cabang/outlet BANK.Membangun hubungan baik dengan pihak internal (Bank) dan eksternal (Nasabah).
21409|Customer Service (CS)|Jakarta Utara|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,E-commerce|Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat|29 days|1- 50 pekerja|Umum & Grosir|Dibutuhkan segera :Customer Service (CS) - 2 orangSyarat :Usia Maksimal 35Minimal lulusan SMADiutamakan yg bisa berbahasa Mandarin dan EnglishMemiliki pengalaman minimal 3 tahunBisa mengoperasikan komputer (Ms. Word/Excel) Gaji nego Jika berminat silakan di bidang tertentu silakan DM, dan kirim CVSelama iklan nya masih ada maka lokernya masih availableSelamat bergabung
9248|Sales Executive|Bali|IDR|Supervisor/Koordinator|5 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Korporasi|Tip;Bisnis (contoh: Kemeja)|22 days|1- 50 pekerja|Industri Berat/Mesin/Peralatan|Persyaratan:Diutamakan memiliki pengalaman di bidang marketing minimal 5 tahunPendidikan minimal S1 di semua jurusanTerbiasa dengan target,Memiliki relasi yg luas,Negosiatif, bekerja dengan rajin dan jujur,Diutamakan memiliki kendaraan sendiri ( Mobil ) SIM A,Dapat bekerja dibawah tekanan dan deadlinePreferably Supervisor/Coordinator specialized in Marketing/Business Development or equivalent.additional benefit untuk melewati sales target yang di tentukan
2063|Sales Executive|Tanjung Pinang|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)|16 days|201 - 500 pekerja|Perbankan/Pelayanan Keuangan|Tentang majoomajoo Teknologi Indonesia adalah salah satu perusahaan yang bergerak di bidang aplikasi wirausaha lengkap mulai dari pengelolaan penjualan,pelanggan, pembayaran, inventori, keuangan, karyawan sampai dengan pembiayaan usaha. Saat ini majoo sedang mencari Sales Executive untuk ditempatkan di Tanjung Pinang dengan kualifikasi dan deskripsi pekerjaan sebagai berikut.Deskripsi PekerjaanMengumpulkan daftar merchant potensialMeningkatkan penjualan secara efektif (direct selling/ meeting)Melakukan demonstrasi produk berdasarkan kebutuhan merchant (edukasi dan instalasi aplikasi Majoo)Berkoordinasi dengan atasan dan divisi terkait (terkait pembayaran)Penempatan Tanjung PinangKualifikasiPendidikan minimal SMA atau sederajatMemiliki pengalaman kerja di bidang sales minimal 1 tahunUsia maksimal 35 tahunMemiliki kendaraan pribadi dan SIM-C (minimal)Aktif dalam komunitas atau organisasi akan menjadi nilai tambahKomunikatif, bisa bekerjasama dalam tim, dan menyukai bekerja di lapanganMempunyai smartphone android dan aktif dalam bersosial mediaKompensasi dan BenefitBPJS Kesehatan dan KetenagakerjaanInsentifJam kerja yang fleksibelFasilitasTools Kit (Tablet, brosur, bluetooth printer, dan lanyard)
22940|IT Support Developer|Jakarta Pusat|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Kontrak|Komputer/Teknologi Informasi,IT-Perangkat Lunak|Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Incentive||51 - 200 pekerja|Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)|IT Support Developer is responsible to investigate and resolve support cases quickly and effectively. The key focus is to improve the client experience, working with other internal teams to readily resolve client issues.Job Requirements1. Bachelor’s Degree/Diploma in Computer Science, Informatics System, Information Technology or equivalent from reputable university.2. Minimum 1 year working experience in programming/development system3. Have knowledge and understanding of ASP.Net, C#, MVC, Angular, .Net Core4. Have an understanding with database systems such as SQL Server, MySQL5. Ability to work in team6. Ability to work under pressure7. Have good communication skills8. Able to multitask with a certain time limit9. Able to work based on detail oriented10. Great attitude, initiative, and diligent11. Fast learner and willing to learn12. Multi-finance and Banking experience is a plus13. Willing to be located at Alam Sutera - Tangerang (Tower The Smith)14. Fresh Graduate are welcome to applyJob Descriptions1. Responsible for maintaining support level agreement from client2. Maintain and enhance existing application3. Test and fix bugs4. Conducts code and application reviewsBenefits1. Incentive 2 times in a year2. BPJS Tenaga Kerja and Kesehatan3. Promising career path
15660|Driver / Sopir - PADANG|Padang|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|SMA, SMU/SMK/STM|Penuh Waktu|Lainnya,Pekerjaan Umum|Asuransi kesehatan;Parkir;Formil (contoh: Kemeja + Dasi)|28 days|51 - 200 pekerja|Bahan Kimia/Pupuk/Pestisida|Persyaratan :Memiliki SIM B-1Pendidikan minimal SMU / SMK. Usia maksimal 30 tahunPengalaman sebagai driver minimal 1 tahunLokasi Kerja : PADANG
16959|Staff HRD-GA|Bandung|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Penuh Waktu|Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR||||Makanan & Minuman/Katering/Restoran|Rudy SBP Grafika, Perusahaan distributor mesin cetak dan bahan percetakan terbesar di Kota Bandung membutuhkan kandidat terbaik untuk bergabung di perusahaan kami.Tanggung Jawab Pekerjaan :– Mengelola Administrasi HRD, Database karyawan, Update kontrak kerja di seluruh unit bisnis.– Bertanggung jawab dalam proses End to End Rekrutment dan Seleksi sesuai kebutuhan perusahaan di semua unit bisnis.– Mengelola dan Menginput Absensi, Payroll, SPL, Compensation dan Benefit di seluruh unit bisnis.– Bertanggung jawab atas Penilaian Kinerja (KPI) , Training, dan Pengembangan SDM.– Bertanggung jawab atas Pemberian Sanksi kepada karyawan.– Bertanggung jawab atas Pembuatan SOP.– Menciptakan Lingkungan Kerja Kondusif, Bersih, dan Nyaman di seluruh unit bisnis.– Merancang Program Bermanfaat Di dalam Perusahaan.– Bertanggung jawab atas kebutuhan rumah tangga (General Affair), Asset perusahaan, PBB, Maintenance Kendaraan, Pemeriksaan Legalitas Kendaraan, Maintenance Peralatan Kantor, Safety tools untuk karyawan di seluruh unit bisnis.– Mengelola dan Memantau Kinerja Pengiriman Kurir-OB.– Dan lain lain.Kualifikasi :Pendidikan Min S1 Semua JurusanBerusia maksimal 30 tahunPengalaman minimal 1 tahunMemiliki Good looking, Jujur, dan LoyalMampu bekerja baik secara individu maupun dalam timMempunyai interpersonall skill bagusBersedia dinas luar kotaMempunyai kendaraan pribadiSiap bekerja dibawah tekanan fisik dan mentalTunjangan :Uang MakanUang TransportBPJS KesehatanWaktu Bekerja :Senin – Jumat (08.00 sd 17.00) Sabtu (08.00 sd 16.00)
17142|HR MANAGER|Jakarta Raya|IDR|Manajer/Asisten Manajer|8 tahun|Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Penuh Waktu|Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR|||||ANDA MEMILIKI KEMAPUAN LEADERSHIP, KOMUNIKASI, BERORGANISASI, INISIATIF TINGGI, KREATIF, MENYUKAI TANTANGAN DAN HAL BARU? JADILAH HR GA & LEGAL MANAGER Kualifikasi:Kandidat harus memiliki setidaknya Gelar Sarjana di Psikologi, Hukum (Diutamakan dari Hukum).Umur Maksimal 45 tahun.Bahasa yang harus dimiliki: English.Setidaknya memiliki 5 tahun pengalaman dalam bidang yang sesuai untuk posisi ini.Kemampuan yang harus dimiliki: OD, Recruitment, GA, People Development, hukum, Payroll.Lebih disukai Manajer/Asisten Manajer khusus dalam HRD atau setara.Penempatan Jakarta. Deskripsi Pekerjaan:IR ; Mengurusi masalah perjanjian kerja, hukum ketenagakerjaan, dan keterkaitan hukum lainnya.Recruitment : menguasai alat test psikologi, penyajian laporan psikologi, dan system pelaporan, dll.Organization development : Menguasai terkait performance management, Struktur, job profile, SOP, analisa jabatan, matrik kompetensi, dll.People development; terbiasa dengan pelaksanaan training seperti pembuatan TNA, silabus, modul, dan system monitoring.GA: berkaitan dengan pengadaan alat tulis kantor, pemeliharaan dan perawatan prasarana, pengurusan surat baik ke pemerintah dan non pemerintah.Compensation Benefit : Payroll, BPJS.Melakukan koordinasi baik internal maupun ekternal divisi.
2936|Purchasing Manager|Sidoarjo|IDR|Manajer/Asisten Manajer|5 tahun|Sarjana (S1)|Kontrak|Manufaktur,Pembelian/Manajemen Material||||Manufaktur/Produksi|Responsibilities :Developing and implementing purchasing strategies.Managing daily purchasing activities, supervising staff, and allocating tasks.Managing supplier relations and negotiating contracts, prices, timelines, etc.Maintaining the supplier database, purchase records, and related documentation.Coordinating with inventory control to determine and manage inventory needs.Managing the maintenance of office/manufacturing equipment and machinery.Ensuring that all procured items meet the required quality standards and specifications.Preparing cost estimates and managing budgets.Working to improve purchasing systems and processes.Requirements :Degree in business administration / finance / accounting or a related field.Experience as a Purchasing Manager or in a similar position at least 3 years, especially in manufacture company.Deep knowledge of inventory and supply chain management.Supervisory and management experience.Proficiency in Microsoft Office and purchasing software.Excellent communication skills, both written and verbal in English and BahasaStrong critical thinking and negotiation skills.Strong planning and organizational skills.Ability to work independently and willing to work in Sidoarjo, East Java
2354|NETWORK ENGINEER|Jakarta Selatan|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database|Tip;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)|29 days|1- 50 pekerja|Komputer/Teknik Informatika (Perangkat Lunak)|Job Descriptions:Establishes networking environment by designing system configuration, directing system installation, defining, documenting, and enforcing system standardsMaximizes network performance by monitoring performance, troubleshooting network problems and outagesSecures network system by establishing and enforcing policies, defining and monitoring accessReporting network operational status by gathering, prioritizing information, managing projects Requirements:Maximum 27 years oldBachelor degree of Computer Science, Information Technology and related fields, GPA Min. 3.00At least 2 year of working experience on related field (Fresh Graduate are also welcome)Having knowledge in Windows NT station, Windows NT Server, Cisco and LinksysHaving knowledge of router and switch configuration for LAN/WAN environmentHaving experiences in network (LAN) troubleshooting and installationHaving good analytical problem solvingHaving Cisco Certified Network Professional (CCNP) will be an advantageGood communications skill in EnglishGood planning and organization skillsProven ability to delicately solve sensitive mattersWilling to be placed in Jakarta Office
22183|Marketing Communication|Tangerang|IDR|Manajer/Asisten Manajer||Sarjana (S1)|Penuh Waktu|Seni/Media/Komunikasi,Hubungan Masyarakat|Parkir;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)||1- 50 pekerja|Produk Konsumen/Barang konsumen yang bergerak cepat|Dear Skincare enthusiast,Tertarik untuk bekerja di bidang Hair and body care? Join our teamJobdesk:Maintain Social mediaMembuat materi pemasaran dan distribusi secara onlineMenjalin hubungan antar brand dan influencerMenganalisa pangsa pasarMenentukan strategi promosi dan media yang akan digunakanMemiliki kemampuan dibidang pemasaran dan komunikasiMemahami Social media Advertising& promotionRequirement:Diutamakan perepmpuanMampu berbahasa Inggris dan indonesia dengan baik lisan maupun tertulisSkincare enthusiastPercaya diri dan memiliki kemampuan berkomunikasi dengan baik.Mampu bekerjasama dalam team dan secara individuDomisili Tangerang dan sekitarnya.
